"","req","X","cplx","complexity","author","owner","nuc","form","procedural","location","level","textorder","dependencies","coherence","steps","steps.functional","steps.beyond","steps.mis.variations","steps.mis.main","steps.consistent","sequence.main","sequence.alt","numbering","entities","actors","actors_explicit","totalinteractions","interactions","pureinteractions","consecutive","month","lambda","s2"
"624","req66",66,"Medium Complexity",2,"author27","owner8",3,"description",1,"default","User",1,0.666666666666667,0.577557768439874,7,5.66666666666667,0.333333333333333,1,1,0.333333333333333,1,1,1,1,0,0,24,8,1.66666666666667,5.33333333333333,2023-11-01,103.333333333333,88
"625","req660",660,"Low Complexity",1,"author25","owner7",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-07-01,60,63
"626","req661",661,"Low Complexity",1,"author19","owner6",2,"description",1,"default","Business",1,1,0.792282806825824,6.5,5.5,1.5,0.5,0,1,1,1,1,1.5,1.5,0,18,9,5,6.5,2021-01-01,80,80
"627","req662",662,"Medium Complexity",2,"author22","owner4",2,"description",1,"Business Background","System",0.5,1,0.450956906541251,9.5,8.5,2,3,1,0.5,1,1,1,1,0,0,23,11.5,4.5,7.5,2020-03-01,115,119
"628","req663",663,"Medium Complexity",2,"author26","owner10",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-02-01,90,87
"629","req664",664,"Low Complexity",1,"author22","owner8",2,"description",1,"Business Requirements","(no level)",1,0.5,0.276039410964586,6.5,5,1,1,1,1,1,1,1,2,1.5,0.5,16,8,5,7,2020-10-01,75,81
"630","req665",665,"High Complexity",3,"author28","owner4",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-02-01,120,123
"631","req666",666,"Medium Complexity",2,"author3","owner1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-09-01,90,94
"632","req667",667,"Medium Complexity",2,"author13","owner1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-07-01,100,89
"633","req668",668,"Medium Complexity",2,"author29","owner2",2,"description",1,"default","Business",1,1,0.760659752995708,7.5,6,1,0.5,1,1,1,0.5,1,1,0,0,19,9.5,3.5,5.5,2022-10-01,105,100
"634","req669",669,"Low Complexity",1,"author19","owner1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-10-01,65,68
"635","req67",67,"High Complexity",3,"author17","owner10",1,"description",1,"default","Business",1,1,0.134256404591724,11,11,2,1,1,3,1,1,1,1,1,1,15,15,5,8,2020-11-01,140,134
"636","req670",670,"Low Complexity",1,"author11","owner2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-01,55,61
"637","req671",671,"Low Complexity",1,"author12","owner4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-01,55,57
"638","req672",672,"Low Complexity",1,"author22","owner2",1,"description",1,"Business Background","(no level)",1,0,0.639524050988257,7,6,0,0,2,1,1,1,1,0,0,0,9,9,3,5,2021-09-01,60,66
"639","req673",673,"Medium Complexity",2,"author30","owner7",1,"description",1,"Business Background","(no level)",1,1,0.665652974741533,10,9,1,2,0,0,1,1,1,2,0,0,14,14,6,8,2023-06-01,100,112
"640","req674",674,"Medium Complexity",2,"author24","owner9",1,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-10-01,90,79
"641","req675",675,"Medium Complexity",2,"author18","owner4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-01,85,80
"642","req676",676,"High Complexity",3,"author22","owner8",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-03-01,120,111
"643","req677",677,"High Complexity",3,"author3","owner2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-01,115,120
"644","req678",678,"Low Complexity",1,"author27","owner8",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-01-01,60,68
"645","req679",679,"Medium Complexity",2,"author9","owner5",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-01-01,100,108
"646","req68",68,"High Complexity",3,"author9","owner1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-12-01,130,120
"647","req680",680,"Low Complexity",1,"author30","owner5",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-11-01,65,73
"648","req681",681,"Medium Complexity",2,"author19","owner5",2,"description",1,"Business Requirements","User",0.5,1,0.584102738997899,6,4.5,0,1.5,0.5,0,1,1,1,0,0,0,14,7,2.5,3,2021-01-01,95,95
"649","req682",682,"Medium Complexity",2,"author9","owner5",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-01-01,100,76
"650","req683",683,"Medium Complexity",2,"author9","owner7",2,"description",1,"default","User",1,0,0.183958846493624,7,6,1,1,0.5,1,1,1,1,1,0.5,0,12,6,3.5,2.5,2020-06-01,105,96
"651","req684",684,"Low Complexity",1,"author20","owner10",2,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-11-01,65,68
"652","req685",685,"High Complexity",3,"author20","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-01,115,101
"653","req686",686,"Low Complexity",1,"author20","owner10",2,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-10-01,65,74
"654","req687",687,"High Complexity",3,"author19","owner8",4,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-02-01,135,100
"655","req688",688,"High Complexity",3,"author20","owner9",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-07-01,120,108
"656","req689",689,"Medium Complexity",2,"author6","owner9",1,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-05-01,90,77
"657","req69",69,"Medium Complexity",2,"author25","owner1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-03-01,95,114
"658","req690",690,"Low Complexity",1,"author8","owner7",2,"description",1,"default","User",1,1,0.338975111139007,7,7,0.5,2.5,1,1,1,1,1,1,0,0,19,9.5,4,7.5,2020-03-01,70,59
"659","req691",691,"Low Complexity",1,"author22","owner1",1,"description",1,"Business Background","(no level)",1,1,0.513659729855135,4,3,2,0,0,0,1,1,1,0,0,0,5,5,2,4,2023-10-01,80,88
"660","req692",692,"High Complexity",3,"author4","owner1",1,"description",1,"Business Requirements","(no level)",1,1,0.550977617502213,9,8,0,1,1,3,1,0,1,1,0,0,10,10,4,2,2024-04-01,120,124
"661","req693",693,"High Complexity",3,"author4","owner2",3,"description",1,"Business Requirements","System",1,1,0.545208661273743,7.66666666666667,5.66666666666667,0.333333333333333,1.66666666666667,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,0,0,25,8.33333333333333,1.66666666666667,5.66666666666667,2024-11-01,133.333333333333,107
"662","req694",694,"Low Complexity",1,"author13","owner10",2,"description",1,"Solution Proposal","Business",1,1,0.872751038521528,5.5,4.5,1.5,0,0.5,1,1,1,1,1,0,0,11,5.5,1.5,3.5,2020-02-01,80,66
"663","req695",695,"Medium Complexity",2,"author28","owner10",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-09-01,100,114
"664","req696",696,"High Complexity",3,"author17","owner1",2,"description",1,"Solution Proposal","User",1,1,0.752542295958847,8.5,7.5,2,2.5,1.5,0.5,1,1,0.5,0,0,0,16,8,1,4,2023-02-01,145,155
"665","req697",697,"Low Complexity",1,"author21","owner6",2,"description",1,"Business Requirements","Business",1,1,0.777092725387774,6.5,5,1,0.5,1,1,1,1,1,1.5,1,0,15,7.5,3.5,4,2020-10-01,75,67
"666","req698",698,"Medium Complexity",2,"author30","owner9",2,"description",1,"Business Background","(no level)",1,1,0.821319982991554,10.5,9,0.5,0.5,0,2,1,0.5,1,1.5,1,0.5,26,13,7.5,6.5,2020-01-01,100,102
"667","req699",699,"Low Complexity",1,"author23","owner9",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-11-01,65,73
"668","req7",7,"Low Complexity",1,"author29","owner3",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-04-01,70,76
"669","req70",70,"Low Complexity",1,"author25","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-01,55,67
"670","req700",700,"High Complexity",3,"author5","owner8",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-08-01,130,142
"671","req701",701,"Medium Complexity",2,"author30","owner2",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-02-01,95,106
"672","req702",702,"Low Complexity",1,"author29","owner4",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-07-01,70,65
"673","req703",703,"Medium Complexity",2,"author29","owner4",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-04-01,95,81
"674","req704",704,"Low Complexity",1,"author9","owner6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-01,55,44
"675","req705",705,"Low Complexity",1,"author24","owner4",2,"description",1,"Solution Proposal","(no level)",1,1,0.590546415769495,5,4,1.5,0,0.5,0.5,1,1,1,1.5,1,0.5,10,5,3.5,3.5,2020-04-01,80,95
"676","req706",706,"High Complexity",3,"author14","owner1",2,"description",1,"Solution Proposal","(no level)",1,1,0.622542029828764,9,8,2,1,1.5,2,1,1,1,0.5,0.5,0,20,10,3,5.5,2024-10-01,145,141
"677","req707",707,"Medium Complexity",2,"author1","owner4",1,"description",1,"default","Business",1,1,0.23769614030607,6,6,0,1,1,0,1,1,1,0,0,0,6,6,2,6,2024-02-01,90,74
"678","req708",708,"High Complexity",3,"author27","owner5",4,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-03-01,135,134
"679","req709",709,"Medium Complexity",2,"author25","owner10",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-12-01,90,96
"680","req71",71,"High Complexity",3,"author3","owner3",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-05-01,120,107
"681","req710",710,"High Complexity",3,"author27","owner2",1,"description",1,"Business Requirements","Business",1,1,0.833939129952341,9,8,0,3,0,1,1,1,1,1,0,0,7,7,3,4,2023-11-01,120,118
"682","req711",711,"Medium Complexity",2,"author13","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-01,85,84
"683","req712",712,"High Complexity",3,"author2","owner6",2,"description",1,"Business Requirements","Business",1,1,0.83052127121482,5,4.5,1.5,0,0.5,1,1,1,1,1.5,1,0.5,6,3,2,1,2024-11-01,140,137
"684","req713",713,"High Complexity",3,"author10","owner5",3,"description",1,"default","System",1,1,0.169697261182591,7.33333333333333,5.66666666666667,0.333333333333333,1,1.66666666666667,1,1,0.666666666666667,1,0.666666666666667,0,0,29,9.66666666666667,2,5.33333333333333,2022-09-01,133.333333333333,134
"685","req714",714,"Low Complexity",1,"author12","owner10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-01,55,49
"686","req715",715,"High Complexity",3,"author23","owner8",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-01-01,120,123
"687","req716",716,"Low Complexity",1,"author16","owner9",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-07-01,60,71
"688","req717",717,"Medium Complexity",2,"author26","owner4",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-12-01,90,83
"689","req718",718,"Medium Complexity",2,"author21","owner9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-01,85,90
"690","req719",719,"Low Complexity",1,"author25","owner9",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-03-01,65,67
"691","req72",72,"Medium Complexity",2,"author22","owner5",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-02-01,90,81
"692","req720",720,"Medium Complexity",2,"author28","owner7",4,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-06-01,105,96
"693","req721",721,"Medium Complexity",2,"author18","owner4",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-01-01,100,104
"694","req722",722,"High Complexity",3,"author11","owner5",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-04-01,125,123
"695","req723",723,"Medium Complexity",2,"author17","owner2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-01-01,95,103
"696","req724",724,"Low Complexity",1,"author1","owner4",1,"description",1,"Business Background","(no level)",1,1,0.863936073612422,7,5,1,3,0,2,1,1,1,0,0,0,8,8,1,5,2020-01-01,70,72
"697","req725",725,"Low Complexity",1,"author16","owner3",1,"description",1,"Solution Proposal","System",1,1,0.837919590529054,6,5,1,0,0,0,1,1,1,0,0,0,6,6,2,3,2022-11-01,70,75
"698","req726",726,"High Complexity",3,"author8","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-01,115,113
"699","req727",727,"Medium Complexity",2,"author16","owner8",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-02-01,90,92
"700","req728",728,"Medium Complexity",2,"author28","owner3",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-01-01,90,96
"701","req729",729,"Low Complexity",1,"author26","owner3",1,"description",1,"default","System",1,0,0.137324762297794,4,3,1,0,0,0,1,1,1,1,0,0,5,5,3,3,2024-05-01,70,65
"702","req73",73,"Low Complexity",1,"author29","owner1",2,"description",1,"Solution Proposal","Business",1,1,0.332815682515502,4.5,3.5,0.5,0.5,0,0.5,1,1,1,0.5,0,0,12,6,3,4,2022-07-01,70,79
"703","req730",730,"Low Complexity",1,"author14","owner5",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-12-01,60,71
"704","req731",731,"Low Complexity",1,"author23","owner10",2,"description",1,"Business Requirements","Business",1,1,0.834511506021954,5,4,0.5,0.5,1.5,0.5,1,1,1,1.5,1.5,0,12,6,1.5,4,2024-09-01,70,72
"705","req732",732,"Low Complexity",1,"author23","owner6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-01,55,49
"706","req733",733,"Low Complexity",1,"author10","owner5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-01,55,54
"707","req734",734,"High Complexity",3,"author29","owner5",2,"description",1,"Business Background","(no level)",1,1,0.400894783088006,7,7,1.5,2.5,0,0,1,1,1,0.5,0.5,0.5,21,10.5,4.5,8,2022-04-01,140,142
"708","req735",735,"High Complexity",3,"author1","owner1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-10-01,120,127
"709","req736",736,"Medium Complexity",2,"author7","owner1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-10-01,100,101
"710","req737",737,"High Complexity",3,"author2","owner5",2,"description",1,"Business Background","System",1,1,0.329091426450759,9,7,1.5,1,0,3,0.5,1,1,0.5,0,0,19,9.5,3,6.5,2023-02-01,140,151
"711","req738",738,"High Complexity",3,"author28","owner9",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-06-01,125,123
"712","req739",739,"Medium Complexity",2,"author1","owner9",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-02-01,90,82
"713","req74",74,"Low Complexity",1,"author5","owner9",2,"description",1,"Business Requirements","Business",1,1,0.573320185649209,5,4,0,1.5,0,1.5,1,1,1,0,0,0,11,5.5,1.5,4.5,2024-09-01,65,73
"714","req740",740,"Medium Complexity",2,"author18","owner10",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-10-01,90,87
"715","req741",741,"High Complexity",3,"author9","owner1",3,"description",1,"default","Business",1,0.666666666666667,0.557810530920202,8.66666666666667,8,0.666666666666667,1.33333333333333,1,0.333333333333333,1,1,1,1,0,0,33,11,4.33333333333333,5.33333333333333,2021-06-01,136.666666666667,158
"716","req742",742,"Low Complexity",1,"author7","owner7",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-09-01,70,84
"717","req743",743,"Medium Complexity",2,"author5","owner4",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-01-01,100,100
"718","req744",744,"Medium Complexity",2,"author21","owner4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-01,85,74
"719","req745",745,"High Complexity",3,"author11","owner6",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-10-01,130,136
"720","req746",746,"Medium Complexity",2,"author11","owner7",2,"description",1,"Business Background","(no level)",1,1,0.332504789810628,8.5,6,0,1.5,1,1,1,1,1,0.5,0,0,23,11.5,4,8,2020-12-01,95,110
"721","req747",747,"Medium Complexity",2,"author5","owner2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,85,97
"722","req748",748,"Low Complexity",1,"author15","owner4",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-12-01,60,53
"723","req749",749,"Low Complexity",1,"author19","owner4",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-11-01,65,61
"724","req75",75,"High Complexity",3,"author26","owner5",2,"description",1,"default","User",1,1,0.341187871876172,9.5,8,1,0.5,2,1,1,1,1,0.5,0.5,0,22,11,2.5,6,2024-11-01,135,158
"725","req750",750,"High Complexity",3,"author20","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-01,115,117
"726","req751",751,"High Complexity",3,"author10","owner3",1,"description",1,"default","System",1,1,0.762525824597105,8,6,0,3,1,2,1,1,1,2,1,0,12,12,4,6,2020-03-01,120,109
"727","req752",752,"Low Complexity",1,"author6","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-01,55,43
"728","req753",753,"Medium Complexity",2,"author21","owner1",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-03-01,95,103
"729","req754",754,"Medium Complexity",2,"author24","owner5",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-07-01,90,95
"730","req755",755,"High Complexity",3,"author4","owner3",1,"description",1,"Business Background","System",1,1,0.476199226919562,6,6,0,1,2,0,1,1,1,0,0,0,5,5,1,5,2020-04-01,120,138
"731","req756",756,"Low Complexity",1,"author6","owner4",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-03-01,65,55
"732","req757",757,"Medium Complexity",2,"author30","owner2",2,"description",1,"default","(no level)",1,1,0.598389808787033,6.5,5,1,0.5,1,0,1,1,1,0.5,0,0,15,7.5,2.5,3.5,2020-05-01,105,126
"733","req758",758,"High Complexity",3,"author26","owner7",1,"description",1,"default","User",1,1,0.671883076429367,9,7,0,1,0,2,1,1,1,0,0,0,7,7,3,3,2021-08-01,120,151
"734","req759",759,"Medium Complexity",2,"author14","owner2",4,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-06-01,105,116
"735","req76",76,"High Complexity",3,"author1","owner2",1,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-02-01,120,137
"736","req760",760,"Medium Complexity",2,"author17","owner10",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-10-01,95,92
"737","req761",761,"Low Complexity",1,"author11","owner3",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-09-01,60,65
"738","req762",762,"Medium Complexity",2,"author7","owner9",1,"description",1,"Solution Proposal","User",1,1,0.286709843436256,7,7,4,0,1,0,1,1,1,1,0,0,5,5,1,3,2023-10-01,130,155
"739","req763",763,"High Complexity",3,"author24","owner6",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-09-01,125,118
"740","req764",764,"High Complexity",3,"author16","owner9",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-10-01,130,135
"741","req765",765,"High Complexity",3,"author22","owner9",2,"description",1,"Business Requirements","(no level)",1,0.5,0.752311908290721,7.5,7,2,1.5,1.5,1.5,1,1,1,2,1,0,20,10,5,3,2020-04-01,145,136
"742","req766",766,"High Complexity",3,"author11","owner5",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-08-01,120,102
"743","req767",767,"Low Complexity",1,"author17","owner2",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-09-01,60,70
"744","req768",768,"Medium Complexity",2,"author21","owner9",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-08-01,90,74
"745","req769",769,"High Complexity",3,"author9","owner4",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-02-01,120,101
"746","req77",77,"Low Complexity",1,"author3","owner4",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-08-01,70,54
"747","req770",770,"High Complexity",3,"author18","owner3",2,"description",1,"default","Business",1,1,0.6670101727359,7,4.5,1,0,0,0.5,1,1,1,1.5,1,0,17,8.5,5,6.5,2023-10-01,135,137
"748","req771",771,"High Complexity",3,"author26","owner5",3,"description",1,"Solution Proposal","Business",1,0.666666666666667,0.662293827005972,7.66666666666667,5.66666666666667,1,1.33333333333333,0.333333333333333,0.666666666666667,1,1,1,1,0.666666666666667,0,25,8.33333333333333,2.66666666666667,6,2021-01-01,140,136
"749","req772",772,"Medium Complexity",2,"author3","owner4",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-10-01,90,86
"750","req773",773,"Medium Complexity",2,"author7","owner10",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-04-01,95,98
