"","req","ucid","complexity","Form","Procedural","Fields","Location","Level","Text.Order","Dependencies","Coherent","Steps","Functional.Steps","Whitebox.Steps","Misplaced.Variations","Misplaced.Main","Sequence.Main","Sequence.Alt","Numbering","Consistent.Grammar","entities","actors","actors.explicit","interactions","pureinteractions","consecutive"
"488","req382","uc4",3,"description",TRUE,"title; main scenario; revision history; postconditions; preconditions; level; dependencies; actor; additional information; assumptions; limitations","default","User",TRUE,TRUE,0.202901039971039,11,9,0,2,2,TRUE,TRUE,TRUE,1,0,0,0,11,3,7
"489","req383","uc1",1,"description",TRUE,"title; main scenario; dependencies; revision history; postconditions; additional information","Business Background","Business",TRUE,TRUE,0.809365404304117,4,3,0,3,0,TRUE,TRUE,TRUE,0,1,1,1,3,1,3
"490","req383","uc2",1,"description",TRUE,"title; main scenario; dependencies; revision history; postconditions; additional information","default","(no level)",TRUE,TRUE,0.152752117952332,6,4,1,0,0,TRUE,TRUE,TRUE,1,1,1,0,8,4,7
"491","req384","uc1",3,"description",FALSE,"title; main scenario; assumptions; additional information; actor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","req385","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","req386","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","req386","uc2",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","req387","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","req388","uc1",3,"description",TRUE,"title; main scenario; extensions; solution hints; preconditions; level","Business Background","User",TRUE,TRUE,0.851183797465637,13,11,1,1,0,TRUE,TRUE,TRUE,2,1,1,0,15,8,13
"497","req388","uc2",3,"description",TRUE,"title; main scenario; extensions; solution hints; preconditions; level","Solution Proposal","System",TRUE,TRUE,0.0244055378716439,9,8,2,2,1,TRUE,TRUE,TRUE,0,0,0,0,7,1,6
"498","req389","uc1",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","req39","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","req39","uc2",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","req39","uc3",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","req390","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","req391","uc1",3,"description",TRUE,"title; main scenario; assumptions; actor; additional information; preconditions; dependencies","default","User",TRUE,TRUE,0.144344519358128,8,4,0,0,0,TRUE,TRUE,TRUE,0,0,0,0,11,4,8
"504","req391","uc2",3,"description",TRUE,"title; main scenario; assumptions; actor; additional information; preconditions; dependencies","Solution Proposal","(no level)",FALSE,TRUE,0.367533659329638,5,3,1,0,0,TRUE,TRUE,TRUE,1,0,0,0,6,0,5
"505","req391","uc3",3,"description",TRUE,"title; main scenario; assumptions; actor; additional information; preconditions; dependencies","Business Background","System",TRUE,TRUE,0.76774401566945,9,6,1,0,0,TRUE,TRUE,TRUE,3,0,0,0,9,2,7
"506","req391","uc4",3,"description",TRUE,"title; main scenario; assumptions; actor; additional information; preconditions; dependencies","Business Requirements","(no level)",TRUE,TRUE,0.93471121112816,11,9,2,1,2,TRUE,TRUE,TRUE,1,1,0,0,16,4,6
"507","req392","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","req392","uc2",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","req393","uc1",1,"description",TRUE,"title; main scenario; additional information; preconditions; level; postconditions; extensions; revision history","default","User",TRUE,TRUE,0.729581965133548,5,3,1,1,1,TRUE,TRUE,TRUE,0,0,0,0,5,1,2
"510","req395","uc1",1,"description",TRUE,"title; main scenario; assumptions; solution hints; dependencies","Business Requirements","User",FALSE,TRUE,0.40514259878546,8,8,0,2,0,TRUE,TRUE,TRUE,0,0,0,0,11,3,8
"511","req395","uc2",1,"description",TRUE,"title; main scenario; assumptions; solution hints; dependencies","Solution Proposal","System",TRUE,FALSE,0.465256826253608,5,1,0,1,0,TRUE,TRUE,TRUE,0,1,1,1,6,4,5
"512","req396","uc1",2,"description",TRUE,"title; main scenario; additional information; actor; extensions; level; postconditions; preconditions; revision history; limitations; solution hints","Business Background","User",TRUE,TRUE,0.0635786959901452,4,2,0,1,1,TRUE,FALSE,TRUE,0,0,0,0,3,2,3
"513","req398","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","req399","uc1",3,"description",FALSE,"title; main scenario; preconditions; actor; revision history; solution hints",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","req399","uc2",3,"description",FALSE,"title; main scenario; preconditions; actor; revision history; solution hints",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","req399","uc3",3,"description",FALSE,"title; main scenario; preconditions; actor; revision history; solution hints",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","req40","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","req400","uc1",3,"description",TRUE,"title; main scenario; assumptions; additional information; level; solution hints; postconditions; preconditions; revision history; limitations","Solution Proposal","(no level)",TRUE,TRUE,0.866982393199578,7,6,3,2,0,TRUE,TRUE,TRUE,1,0,0,0,9,4,5
"519","req400","uc2",3,"description",TRUE,"title; main scenario; assumptions; additional information; level; solution hints; postconditions; preconditions; revision history; limitations","Business Background","System",TRUE,TRUE,0.0234792518895119,7,6,1,1,0,TRUE,TRUE,TRUE,0,2,2,1,10,7,7
"520","req401","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","req402","uc1",3,"description",TRUE,"title; main scenario; level; assumptions; actor","Business Background","(no level)",TRUE,TRUE,0.729506372706965,6,4,1,1,2,TRUE,TRUE,TRUE,1,0,0,0,6,4,3
"522","req402","uc2",3,"description",TRUE,"title; main scenario; level; assumptions; actor","Solution Proposal","System",TRUE,FALSE,0.710320028243586,11,7,3,2,1,TRUE,TRUE,TRUE,1,0,0,0,10,4,5
"523","req402","uc3",3,"description",TRUE,"title; main scenario; level; assumptions; actor","Solution Proposal","Business",TRUE,FALSE,0.374015923822299,6,5,3,1,0,TRUE,TRUE,TRUE,2,0,0,0,6,1,3
"524","req403","uc1",3,"description",TRUE,"title; main scenario; dependencies; actor; solution hints; additional information","default","Business",FALSE,TRUE,0.326309929136187,8,5,1,0,0,TRUE,TRUE,TRUE,1,0,0,0,10,1,6
"525","req403","uc2",3,"description",TRUE,"title; main scenario; dependencies; actor; solution hints; additional information","Solution Proposal","System",TRUE,TRUE,0.52337932959199,9,9,3,2,2,FALSE,TRUE,TRUE,2,0,0,0,9,4,3
"526","req404","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","req404","uc2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","req405","uc1",2,"description",TRUE,"title; main scenario; preconditions; actor; extensions; solution hints; postconditions; dependencies; revision history","Business Background","(no level)",TRUE,TRUE,0.603617304237559,9,8,0,2,0,TRUE,TRUE,TRUE,1,1,1,0,12,8,4
"529","req405","uc2",2,"description",TRUE,"title; main scenario; preconditions; actor; extensions; solution hints; postconditions; dependencies; revision history","Business Background","System",TRUE,TRUE,0.160160426748917,5,4,0,1,0,TRUE,TRUE,TRUE,2,0,0,0,4,2,3
"530","req406","uc1",2,"description",TRUE,"title; main scenario; dependencies; limitations; solution hints; actor; additional information; extensions","Business Requirements","User",FALSE,FALSE,0.773727236781269,6,6,0,3,1,TRUE,TRUE,TRUE,1,2,1,1,8,5,6
"531","req406","uc2",2,"description",TRUE,"title; main scenario; dependencies; limitations; solution hints; actor; additional information; extensions","Business Background","Business",TRUE,TRUE,0.00617846683599055,10,6,0,1,1,TRUE,TRUE,TRUE,1,1,0,0,12,4,7
"532","req406","uc3",2,"description",TRUE,"title; main scenario; dependencies; limitations; solution hints; actor; additional information; extensions","Business Background","System",TRUE,TRUE,0.662187020527199,8,6,1,1,0,TRUE,TRUE,TRUE,2,2,1,0,9,4,4
"533","req407","uc1",2,"description",TRUE,"title; main scenario; level; extensions; solution hints; dependencies; postconditions","Business Background","Business",TRUE,TRUE,0.946374577004462,10,10,3,2,2,TRUE,TRUE,TRUE,2,1,1,0,11,8,6
"534","req407","uc2",2,"description",TRUE,"title; main scenario; level; extensions; solution hints; dependencies; postconditions","default","Business",TRUE,TRUE,0.68414966785349,6,5,0,1,0,TRUE,TRUE,TRUE,1,1,0,0,6,4,4
"535","req408","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","req408","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","req409","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","req409","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","req41","uc1",2,"description",TRUE,"title; main scenario; limitations; actor; level; extensions; revision history","Business Requirements","Business",TRUE,TRUE,0.309339703526348,6,4,2,0,1,TRUE,TRUE,TRUE,1,1,0,0,7,1,6
"540","req41","uc2",2,"description",TRUE,"title; main scenario; limitations; actor; level; extensions; revision history","default","System",TRUE,TRUE,0.0499114473350346,6,5,0,2,0,TRUE,TRUE,TRUE,0,1,0,0,8,4,3
"541","req410","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","req410","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","req410","uc3",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","req411","uc1",1,"description",TRUE,"title; main scenario; postconditions; dependencies; limitations; level","Solution Proposal","Business",TRUE,TRUE,0.161929814144969,7,5,3,2,1,TRUE,TRUE,TRUE,0,0,0,0,7,4,4
"545","req411","uc2",1,"description",TRUE,"title; main scenario; postconditions; dependencies; limitations; level","Solution Proposal","User",FALSE,TRUE,0.766135276295245,7,6,3,0,1,TRUE,TRUE,TRUE,0,0,0,0,9,3,5
"546","req412","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","req412","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","req413","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","req413","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","req413","uc3",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","req414","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","req416","uc1",3,"description",TRUE,"title; main scenario; limitations; dependencies; preconditions; solution hints","Solution Proposal","User",TRUE,TRUE,0.390416247304529,11,9,2,1,1,TRUE,TRUE,TRUE,0,2,1,1,13,10,7
"553","req417","uc1",1,"description",TRUE,"title; main scenario; additional information; assumptions; limitations; level; dependencies; extensions; revision history","Solution Proposal","User",TRUE,FALSE,0.454358575167134,6,6,1,1,0,TRUE,TRUE,TRUE,0,1,0,0,7,2,5
"554","req417","uc2",1,"description",TRUE,"title; main scenario; additional information; assumptions; limitations; level; dependencies; extensions; revision history","Business Requirements","Business",TRUE,TRUE,0.628299664705992,4,3,0,2,1,TRUE,TRUE,TRUE,0,1,1,0,1,0,0
"555","req417","uc3",1,"description",TRUE,"title; main scenario; additional information; assumptions; limitations; level; dependencies; extensions; revision history","default","(no level)",TRUE,TRUE,0.0592934640590101,6,6,0,0,1,TRUE,TRUE,TRUE,1,0,0,0,7,3,4
"556","req417","uc4",1,"description",TRUE,"title; main scenario; additional information; assumptions; limitations; level; dependencies; extensions; revision history","Business Requirements","User",TRUE,TRUE,0.931544931139797,4,2,1,1,1,TRUE,TRUE,TRUE,0,0,0,0,4,0,2
"557","req419","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","req419","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","req419","uc3",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","req42","uc1",1,"description",TRUE,"title; main scenario; solution hints; limitations; revision history; additional information; assumptions","Business Requirements","Business",TRUE,TRUE,0.973104126751423,5,4,0,2,1,TRUE,TRUE,TRUE,1,0,0,0,8,1,3
"561","req420","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","req420","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","req420","uc3",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","req420","uc4",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","req421","uc1",2,"description",TRUE,"title; main scenario; additional information; assumptions; postconditions","Business Background","User",TRUE,TRUE,0.0488312193192542,5,5,1,1,0,TRUE,TRUE,TRUE,0,0,0,0,6,2,3
"566","req421","uc2",2,"description",TRUE,"title; main scenario; additional information; assumptions; postconditions","default","(no level)",TRUE,TRUE,0.170000072335824,8,7,0,3,1,TRUE,TRUE,TRUE,1,0,0,0,8,5,4
"567","req422","uc1",3,"description",TRUE,"title; main scenario; solution hints; assumptions; actor; extensions","default","System",TRUE,TRUE,0.546024566749111,8,6,0,3,1,TRUE,TRUE,TRUE,1,2,2,1,14,12,8
"568","req422","uc2",3,"description",TRUE,"title; main scenario; solution hints; assumptions; actor; extensions","Solution Proposal","Business",TRUE,TRUE,0.448959267698228,7,6,2,2,0,TRUE,TRUE,TRUE,0,0,0,0,6,3,4
"569","req422","uc3",3,"description",TRUE,"title; main scenario; solution hints; assumptions; actor; extensions","default","System",TRUE,TRUE,0.609724435489625,5,5,0,2,1,TRUE,TRUE,TRUE,0,1,0,0,5,2,3
"570","req423","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","req424","uc1",1,"description",TRUE,"title; main scenario; preconditions; dependencies; postconditions; revision history; limitations; assumptions","default","Business",TRUE,TRUE,0.579280280973762,3,3,0,0,0,TRUE,TRUE,TRUE,0,2,1,0,3,0,2
"572","req424","uc2",1,"description",TRUE,"title; main scenario; preconditions; dependencies; postconditions; revision history; limitations; assumptions","Solution Proposal","Business",TRUE,TRUE,0.480899962596595,5,3,1,1,1,TRUE,TRUE,TRUE,0,1,1,1,7,2,2
"573","req425","uc1",3,"description",TRUE,"title; main scenario; actor; limitations; level; revision history; extensions; preconditions","Business Requirements","User",TRUE,TRUE,0.00187986087985337,11,6,0,1,0,TRUE,TRUE,TRUE,0,1,0,0,13,2,8
"574","req426","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","req427","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","req428","uc1",1,"description",TRUE,"title; main scenario; assumptions; additional information; limitations; solution hints; revision history; dependencies; postconditions; actor; preconditions","Business Background","User",TRUE,FALSE,0.373558694962412,6,6,1,0,0,TRUE,TRUE,TRUE,1,1,0,0,5,1,4
"577","req428","uc2",1,"description",TRUE,"title; main scenario; assumptions; additional information; limitations; solution hints; revision history; dependencies; postconditions; actor; preconditions","Solution Proposal","System",TRUE,TRUE,0.528634522808716,5,4,3,2,1,TRUE,TRUE,TRUE,1,2,0,0,7,2,3
"578","req429","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","req429","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","req43","uc1",1,"description",TRUE,"title; main scenario; solution hints; level; preconditions; actor; extensions; additional information","Business Background","User",TRUE,TRUE,0.971832515671849,8,8,1,2,0,TRUE,TRUE,TRUE,4,0,0,0,9,1,6
"581","req43","uc2",1,"description",TRUE,"title; main scenario; solution hints; level; preconditions; actor; extensions; additional information","Business Requirements","Business",TRUE,TRUE,0.976193091599271,7,4,1,1,1,TRUE,TRUE,TRUE,2,1,0,0,12,3,7
"582","req430","uc1",1,"description",TRUE,"title; main scenario; limitations; level; preconditions","default","Business",TRUE,TRUE,0.637161504477262,6,5,1,1,2,TRUE,TRUE,TRUE,1,2,2,0,3,2,0
"583","req430","uc2",1,"description",TRUE,"title; main scenario; limitations; level; preconditions","default","User",TRUE,TRUE,0.374968801857904,7,6,0,2,0,TRUE,TRUE,TRUE,0,1,0,0,10,4,9
"584","req431","uc1",2,"description",TRUE,"title; main scenario; postconditions; limitations; level","default","Business",TRUE,TRUE,0.662395416991785,7,7,1,1,0,TRUE,TRUE,TRUE,0,1,0,0,5,1,4
"585","req431","uc2",2,"description",TRUE,"title; main scenario; postconditions; limitations; level","default","User",TRUE,TRUE,0.896772989071906,7,6,1,0,2,TRUE,TRUE,TRUE,1,0,0,0,10,3,9
"586","req431","uc3",2,"description",TRUE,"title; main scenario; postconditions; limitations; level","Business Background","User",TRUE,TRUE,0.408406094880775,8,8,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,12,4,6
"587","req432","uc1",2,"description",TRUE,"title; main scenario; extensions; revision history; level; additional information; assumptions; postconditions; preconditions; dependencies","default","System",TRUE,TRUE,0.887998346006498,7,5,0,0,0,TRUE,TRUE,TRUE,1,1,1,0,8,4,6
"588","req432","uc2",2,"description",TRUE,"title; main scenario; extensions; revision history; level; additional information; assumptions; postconditions; preconditions; dependencies","Business Background","User",TRUE,TRUE,0.599200815660879,8,8,1,1,1,TRUE,TRUE,TRUE,0,2,0,0,10,3,4
"589","req432","uc3",2,"description",TRUE,"title; main scenario; extensions; revision history; level; additional information; assumptions; postconditions; preconditions; dependencies","Business Background","User",TRUE,TRUE,0.670311528956518,8,7,0,0,2,TRUE,TRUE,TRUE,1,0,0,0,8,2,5
"590","req433","uc1",2,"description",TRUE,"title; main scenario; limitations; solution hints; extensions; additional information; dependencies; assumptions","Business Background","User",TRUE,TRUE,0.205649508396164,8,8,1,3,1,TRUE,TRUE,TRUE,0,0,0,0,8,2,6
"591","req433","uc2",2,"description",TRUE,"title; main scenario; limitations; solution hints; extensions; additional information; dependencies; assumptions","Solution Proposal","User",TRUE,TRUE,0.868404424749315,8,7,4,0,0,TRUE,FALSE,TRUE,3,2,1,0,10,6,5
"592","req435","uc1",3,"description",TRUE,"title; main scenario; additional information; dependencies; revision history; level; assumptions; postconditions; solution hints","default","Business",TRUE,TRUE,0.393632325576618,12,11,2,1,0,TRUE,TRUE,TRUE,2,1,1,1,14,4,8
"593","req436","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","req436","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","req438","uc1",3,"description",TRUE,"title; main scenario; extensions; assumptions; dependencies; revision history","Business Background","User",TRUE,TRUE,0.184376418357715,8,6,2,1,0,TRUE,TRUE,TRUE,1,1,1,0,12,8,6
"596","req438","uc2",3,"description",TRUE,"title; main scenario; extensions; assumptions; dependencies; revision history","Solution Proposal","Business",TRUE,TRUE,0.660981377353892,10,7,3,3,1,TRUE,TRUE,TRUE,1,1,1,0,15,8,5
"597","req438","uc3",3,"description",TRUE,"title; main scenario; extensions; assumptions; dependencies; revision history","default","System",TRUE,TRUE,0.925923900445923,11,8,0,2,0,TRUE,TRUE,TRUE,0,1,0,0,15,8,7
"598","req438","uc4",3,"description",TRUE,"title; main scenario; extensions; assumptions; dependencies; revision history","Business Background","User",TRUE,FALSE,0.712198454421014,6,3,1,0,1,TRUE,TRUE,TRUE,0,0,0,0,8,3,6
"599","req439","uc1",3,"description",TRUE,"title; main scenario; actor; revision history; dependencies; solution hints; postconditions; assumptions; level; additional information","default","Business",TRUE,TRUE,0.450453364290297,5,3,1,0,0,TRUE,TRUE,TRUE,2,0,0,0,3,1,2
"600","req44","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","req440","uc1",2,"description",TRUE,"title; main scenario; extensions; actor; solution hints; additional information; assumptions; dependencies; preconditions; level","Solution Proposal","(no level)",TRUE,TRUE,0.76380316214636,6,4,0,3,1,TRUE,TRUE,TRUE,0,1,0,0,5,0,3
"602","req441","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","req442","uc1",1,"description",FALSE,"title; main scenario; actor; extensions; revision history; additional information; postconditions; solution hints; level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
